1666.149,0.012392,0.058451,72.93105,1402.232,19.22681,51.85477,58.59576,1746.578,adi
1700,0.043982,0.105127,120.653,12331.1,102.203,120.2973,-9.2577,2212.178,adi
1949.118,0.051798,0.016501,170.3315,3212.077,18.8578,101.4558,136.8193,1941.367,adi
1850,0.079149,0.06947,253.6215,13113.2,51.70384,160.0655,196.7305,1916.985,adi
2350,0.081507,0.271573,515.2895,27758.64,53.86999,289.5691,426.2312,2457.677,adi
1800,0.091979,0.205251,362.8633,15021.55,41.39728,217.834,290.2036,1893.664,adi
1900,0.054454,0.113795,272.618,7481.593,27.4435,138.3593,234.8985,1924.518,adi
1800,0.069115,0.15708,385.5647,13831.72,35.87394,157.57,351.8975,1823.032,adi
1850,0.073304,0.225497,325.1915,8644.984,26.58428,208.74,249.3535,1908.177,adi
1650,0.047647,0.043284,274.4262,5824.895,21.22573,81.23957,262.1257,1603.07,adi
2800,0.083078,0.184307,583.2593,31388.65,53.81595,298.583,501.0385,2896.582,adi
2329.84,0.066148,0.353255,377.2534,25369.04,67.24669,336.0752,171.3872,2686.435,adi
2400,0.084125,0.22061,596.042,37939.26,63.65199,261.3482,535.6894,2447.772,adi
2000,0.067195,0.124267,330.2716,15381.1,46.57105,169.198,283.6396,2063.073,adi
2000,0.106989,0.105418,520.2226,40087.92,77.05916,204.0903,478.5172,2088.649,adi
2600,0.200538,0.208043,1063.441,174480.5,164.0715,418.6873,977.5524,2664.584,adi
1600,0.071908,-0.06632,436.9436,12655.34,28.96333,103.7327,432.1297,1475.372,adi
2300,0.045029,0.136834,185.446,5086.292,27.42734,178.6917,49.59329,2480.592,adi
2600,0.069988,0.048869,745.4744,39845.77,53.45023,154.1226,729.3684,2545.42,adi
